Freq;Ampl;Phase;Cohe;Imag;Real
66.16210938;2.302715302;-3.036546946;0.99314326;-0.241445959;-2.290022135
66.40625;2.297299623;-3.035697937;0.993029714;-0.242817625;-2.284430981
66.65039063;2.292240381;-3.034852505;0.992972255;-0.24420993;-2.279194593
66.89453125;2.28903389;-3.03382802;0.993045926;-0.246199667;-2.275755167
67.13867188;2.286539555;-3.033529997;0.993198752;-0.24660936;-2.273201942
67.3828125;2.283410072;-3.033082485;0.993370056;-0.247287244;-2.269980192
67.62695313;2.281041145;-3.032800913;0.993584216;-0.247669503;-2.267555714
67.87109375;2.279542208;-3.032499075;0.993781209;-0.248190537;-2.265990734
68.11523438;2.277712584;-3.032802582;0.993993759;-0.24730444;-2.264247179
68.359375;2.274682045;-3.03280282;0.994122684;-0.246974409;-2.261234522
68.60351563;2.27226758;-3.033107519;0.994280279;-0.246024415;-2.258909464
68.84765625;2.270659924;-3.033382177;0.994424224;-0.245230034;-2.257378817
69.09179688;2.26787591;-3.033141613;0.994502902;-0.24547179;-2.254551888
69.3359375;2.266483545;-3.033451319;0.994705081;-0.244623214;-2.253243685
69.58007813;2.26374507;-3.033573151;0.994770706;-0.244053498;-2.250550985
69.82421875;2.261982918;-3.03381896;0.994853675;-0.243310764;-2.248858929
70.06835938;2.261242628;-3.034183025;0.994911075;-0.242412791;-2.248211384
70.3125;2.259847403;-3.034941673;0.994923234;-0.24055858;-2.24700737
70.55664063;2.258117437;-3.035458565;0.99487859;-0.239213958;-2.245411158
70.80078125;2.255685091;-3.036395311;0.994851768;-0.236854762;-2.243215322
71.04492188;2.253158331;-3.037802458;0.994777381;-0.233436048;-2.241033316
71.2890625;2.25070405;-3.03891325;0.994697511;-0.230695024;-2.238849878
71.53320313;2.24734664;-3.040144444;0.994735122;-0.227598593;-2.235791922
71.77734375;2.24351716;-3.041120529;0.994748354;-0.22503227;-2.232202768
72.02148438;2.239670515;-3.041876554;0.994800091;-0.22296147;-2.22854495
72.265625;2.235768795;-3.042350054;0.994894385;-0.221519619;-2.224767685
72.50976563;2.232138872;-3.042564869;0.994992971;-0.22068271;-2.221203089
72.75390625;2.228957415;-3.042561769;0.99511975;-0.220375299;-2.218036413
72.99804688;2.225976467;-3.042424917;0.995203078;-0.220383778;-2.215039968
73.2421875;2.223253012;-3.042433739;0.995248079;-0.220094264;-2.21233201
73.48632813;2.221563339;-3.042401075;0.995224416;-0.219999492;-2.210643291
73.73046875;2.218842268;-3.042485952;0.995146155;-0.219542623;-2.207954168
